stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
4134,TreeTop,TREETOP APARTMENTS,S HICKORY AVE & E JEFFERSON ST,36.000792,-95.800706,,,,
4135,SC/TCC,TULSA COMMUNITY COLLEGE SOUTH CAMPUS,,36.045594,-95.863307,,,,
4156,11Uti,E 11TH ST S&S UTICA AVE,S UTICA AVE & E 11TH ST S,36.148139,-95.967461,,,,
4238,121/Elm,121ST ST S& ELM,,35.991728,-95.800436,,,,
4244,Osage,OSAGE CASINO,36 TH STREET NORTH,36.207983,-96.00228,,,,
4245,Wal mart,SAND SPRINGS WAL-MART,,36.133974,-96.120167,,,,
4254,GilEstat,GILCREASE ESTATES,N 24TH W AVE & N YUKON CIRCLE,36.16956,-96.01803,,,,
4263,STFR SOU,SAINT FRANCIS SOUTH HOSPITAL,ST FRANCIS SOUTH & E 91ST ST S,36.033371,-95.855844,,,,
4264,T Hil,TULSA HILLS SHOPPING CENTER,S OLYMPIA AVE & E 71ST ST S,36.05833,-96.002448,,,,
4265,gar61,S GARNETT RD & E 61ST ST S,S GARNETT RD & E 60TH ST S,36.076666,-95.851154,,,,
4267,T Hill,TULSA HILLS SHOPPING CENTER,S OLYMPIA AVE & E 71ST ST S,36.058517,-96.002606,,,,
4268,1Cin,1ST AND CINCINNATI,S CINCINNATI AVE & E 1ST ST S,36.156247,-95.990034,,,,
4269,2Cin,2ND AND CINCINNATI,S CINCINNATI AVE & E 2ND ST S,36.154998,-95.989468,,,,
4271,1/Cin,1ST & S CINCINNATI,S CINCINNATI AVE & E 1ST ST S,36.156287,-95.989435,,,,
4272,2/Cin,2ND & S CINCINNATI,S CINCINNATI AVE & E 2ND ST S,36.154962,-95.989468,,,,
5000,21stDar,E 21ST ST S&S DARLINGTON AVE,5275 E 21ST ST S & S DARLINGTON AVE,36.133423,-95.917512,,,,
5001,31st85av,E 31ST ST S&S 85TH E AVE,8460 E 31ST ST S & S 85TH E AVE,36.118851,-95.882033,,,,
5002,31st89av,E 31ST ST S&S 89TH E AVE,8930 E 31ST ST S & S 89TH E AVE,36.118876,-95.875804,,,,
5003,31st88av,E 31ST ST S&S 88TH E AVE,8777 E 31ST ST S & S 88TH E AVE,36.119015,-95.878479,,,,
5004,137a24st,S 137TH E AVE & E 24TH ST S,2391 S 137TH E AVE & E 24TH ST S,36.129126,-95.823549,,,,
5005,11st65av,W 11TH ST S&S 65TH W AVE,6128 W 11TH ST S & S 65TH W AVE,36.14439,-96.061933,,,,
5006,CPB33av,CHARLES PAGE BLVD&S 33RD W AVE,2762 CHARLES PAGE BLVD & S 33RD W AVE,36.151509,-96.023376,,,,
5007,CPB58av,CHARLES PAGE BLVD&S 58TH W AVE,5710 CHARLES PAGE BLVD & S 58TH W AVE,36.148057,-96.056206,,,,
5008,eCPBAdam,E CHARLES PAGE BLVD&S ADAMS RD,9132 E CHARLES PAGE BLVD & S ADAMS RD,36.137675,-96.097877,,,,
5009,CPBGiRd,GILCREASE DRIVE & CHARLES PAGE BLVD,2527 CHARLES PAGE BLVD & GILCREASE MUSEUM RD/S 25TH W AVE,36.151949,-96.020669,,,,
5010,CPB28av,CHARLES PAGE BLVD&S 28TH W AVE,2751 CHARLES PAGE BLVD & S 28TH W AVE,36.151676,-96.023285,,,,
5011,CPB31av,5028 E 11TH ST S&S 93RD E AVE,2974 CHARLES PAGE BLVD & S 31ST W AVE,36.151155,-96.02584,,,,
5012,CPB31av,CHARLES PAGE BLVD&S 31ST W AVE,3110 CHARLES PAGE BLVD & S 31ST W AVE,36.151193,-96.026369,,,,
5013,CPB33av,CHARLES PAGE BLVD & 33RD W AVE,3184 CHARLES PAGE BLVD & CHARLES PAGE BLVD/S 33RD W AVE,36.150789,-96.028232,,,,
5014,CPB31av,CHARLES PAGE BLVD&S 31ST W AVE,3187 CHARLES PAGE BLVD & S 31ST W AVE,36.150817,-96.028979,,,,
5015,CPB49av,CHARLES PAGE BLVD&S 49TH W AVE,4924 CHARLES PAGE BLVD & S 49TH W AVE,36.148089,-96.04754,,,,
5016,CPB51av,CHARLES PAGE BLVD&S 51ST W AVE,5084 CHARLES PAGE BLVD & S 51ST W AVE,36.147971,-96.049371,,,,
5017,CPB51av,CHARLES PAGE BLVD&S 51ST W AVE,5106 CHARLES PAGE BLVD & S 51ST W AVE,36.148104,-96.049789,,,,
5018,CPB53av,CHARLES PAGE BLVD&S 53RD W AVE,5230 CHARLES PAGE BLVD & S 53RD W AVE,36.148126,-96.052001,,,,
5019,CPB54av,CHARLES PAGE BLVD&S 54TH W AVE,5350 CHARLES PAGE BLVD & S 54TH W AVE,36.148005,-96.052938,,,,
5020,CPB54av,CHARLES PAGE BLVD&S 54TH W AVE,5408 CHARLES PAGE BLVD & S 54TH W AVE,36.148139,-96.053603,,,,
5021,CPB59av,CHARLES PAGE BLVD&S 59TH W AVE,5880 CHARLES PAGE BLVD & S 59TH W AVE,36.148098,-96.058389,,,,
5022,CPB59av,CHARLES PAGE BLVD&S 59TH W AVE,5904 CHARLES PAGE BLVD & S 59TH W AVE,36.14823,-96.058744,,,,
5023,CPBAdam,CHARLES PAGE BLVD&S ADAMS RD,8422 CHARLES PAGE BLVD & S ADAMS RD,36.140177,-96.089447,,,,
5025,11stDel,E 11TH ST S&S DELAWARE AVE,2806 E 11TH ST S & S DELAWARE AVE,36.147758,-95.949038,,,,
5026,15stDel,E 15TH ST S&S DELAWARE AVE,2784 E 15TH ST S & S DELAWARE AVE,36.140633,-95.949519,,,,
5027,11st87av,E 11TH ST S&S 87TH E AVE,8579 E 11TH ST S & S 87TH E AVE,36.148129,-95.880419,,,,
5028,11st93av,E 11TH ST S&S 93RD E AVE,,36.147849,-95.872991,,,,
5029,11st11st,E 11TH ST S&E 11TH ST,450 E 11TH ST S & E 11TH ST,36.147806,-95.981998,,,,
5030,11stSkDr,E 11TH ST S&E SKELLY DR,11734 E 11TH ST S & E SKELLY DR,36.147884,-95.846026,,,,
5031,11st119a,E 11TH ST S&S 119TH E AVE,11762 E 11TH ST S & S 119TH E AVE,36.148121,-95.845456,,,,
5032,11stPeo,E 11TH ST S&S PEORIA AVE,,36.147984,-95.975924,,,,
5033,11st98AN,E 11TH ST S&S 101ST E AVE,9975 E 11TH ST S & S 101ST E AVE,36.148148,-95.864916,,,,
5034,11st101a,E 11TH ST S&S 101ST E AVE,10354 E 11TH ST S & S 101ST E AVE,36.14785,-95.862029,,,,
5035,11st107a,E 11TH ST S&S 107TH E AVE,10722 E 11TH ST S & S 107TH E AVE,36.147862,-95.857477,,,,
5036,11stGntt,E 11TH ST S&S GARNETT RD,11032 E 11TH ST S & S GARNETT RD,36.148149,-95.853167,,,,
5037,11st111a,E 11TH ST S&S 111TH E AVE,11100 E 11TH ST S & S 111TH E AVE,36.147873,-95.8527,,,,
5038,11st119a,E 11TH ST S&S 119TH E AVE,11906 E 11TH ST S & S 119TH E AVE,36.147953,-95.844157,,,,
5039,11st120a,E 11TH ST S&S 120TH E AVE,11918 E 11TH ST S & S 120TH E AVE,36.148121,-95.843572,,,,
5040,11st120a,E 11TH ST S&S 120TH E AVE,11948 E 11TH ST S & S 120TH E AVE,36.147939,-95.842937,,,,
5041,11st124a,E 11TH ST S&S 124TH E AVE,,36.147952,-95.837027,,,,
5042,11st127a,E 11TH ST S&S 127TH E AVE,,36.14811,-95.835757,,,,
5043,11st67av,E 11TH ST S&S 67TH E AVE,6588 E 11TH ST S & S 67TH E AVE,36.148052,-95.902568,,,,
5044,11st71av,E 11TH ST S&S 71ST E AVE,6904 E 11TH ST S & S 71ST E AVE,36.148061,-95.900003,,,,
5045,11st69av,E 11TH ST S&S 69TH E AVE,6916 E 11TH ST S & S 69TH E AVE,36.147873,-95.899748,,,,
5046,11st71av,E 11TH ST S&S 71ST E AVE,6988 E 11TH ST S & S 71ST E AVE,36.148048,-95.898149,,,,
5047,11st71av,E 11TH ST S&S 71ST E AVE,7118 E 11TH ST S & S 71ST E AVE,36.147867,-95.897033,,,,
5048,11st73av,E 11TH ST S&S 73RD E AVE,7172 E 11TH ST S & S 73RD E AVE,36.148071,-95.896095,,,,
5049,11st73av,E 11TH ST S&S 73RD E AVE,7352 E 11TH ST S & S 73RD E AVE,36.147868,-95.89504,,,,
5050,11st75av,E 11TH ST S&S 75TH E AVE,7522 E 11TH ST S & S 75TH E AVE,36.147906,-95.89313,,,,
5051,11st76av,E 11TH ST S&S 76TH E AVE,7569 E 11TH ST S & S 76TH E AVE,36.148205,-95.892641,,,,
5052,11st77av,E 11TH ST S&S 77TH E AVE,7730 E 11TH ST S & S 77TH E AVE,36.147913,-95.890822,,,,
5053,11st79av,E 11TH ST S&S 79TH E AVE,7877 E 11TH ST S & S 79TH E AVE,36.14819,-95.889169,,,,
5054,11st85av,E 11TH ST S&S 85TH E AVE,8311 E 11TH ST S & S 85TH E AVE,36.148115,-95.884279,,,,
5055,11st83av,E 11TH ST S&S 83RD E AVE,8310 E 11TH ST S & S 83RD E AVE,36.147826,-95.884219,,,,
5056,11st85av,E 11TH ST S&S 85TH E AVE,8390 E 11TH ST S & S 85TH E AVE,36.148116,-95.882447,,,,
5057,11st85av,E 11TH ST S&S 85TH E AVE,8512 E 11TH ST S & S 85TH E AVE,36.147827,-95.881978,,,,
5058,11st87av,E 11TH ST S&S 87TH E AVE,8702 E 11TH ST S & S 87TH E AVE,36.147835,-95.879926,,,,
5059,11st89av,E 11TH ST S&S 89TH E AVE,8789 E 11TH ST S & S 89TH E AVE,36.14813,-95.878029,,,,
5060,11st89av,E 11TH ST S&S 89TH E AVE,8911 E 11TH ST S & S 89TH E AVE,36.147848,-95.877412,,,,
5061,11st91av,E 11TH ST S&S 91ST E AVE,8987 E 11TH ST S & S 91ST E AVE,36.148141,-95.875265,,,,
5062,11st89av,E 11TH ST S&S 89TH E AVE,8994 E 11TH ST S & S 89TH E AVE,36.14785,-95.875039,,,,
5063,11stMngo,E 11TH ST S&S MINGO RD,9511 E 11TH ST S & S MINGO RD,36.148143,-95.870581,,,,
5064,11st93av,E 11TH ST S&S 93RD E AVE,9171 E 11TH ST S & S 93RD E AVE,36.148134,-95.873701,,,,
5065,11stBrdn,E 11TH ST S&S BRADEN AVE,5017 E 11TH ST S & S BRADEN AVE,36.147888,-95.921249,,,,
5066,11stAtl,E 11TH ST S&S ATLANTA AVE,2484 E 11TH ST S & S ATLANTA AVE,36.147889,-95.956211,,,,
5067,11stBmAv,E 11TH ST S&S BIRMINGHAM AVE,2606 E 11TH ST S & S BIRMINGHAM AVE,36.147756,-95.953466,,,,
5068,11stBmPl,E 11TH ST S&S BIRMINGHAM PL,2611 E 11TH ST S & S BIRMINGHAM PL,36.147879,-95.953158,,,,
5069,11stBrdn,E 11TH ST S&S BRADEN AVE,5146 E 11TH ST S & S BRADEN AVE,36.147771,-95.919707,,,,
5070,11stCant,E 11TH ST S&S CANTON AVE,5169 E 11TH ST S & S CANTON AVE,36.147894,-95.919389,,,,
5072,11stColu,E 11TH ST S&S COLUMBIA AVE,2669 E 11TH ST S & S COLUMBIA AVE,36.147883,-95.951969,,,,
5073,11stColu,E 11TH ST S&S COLUMBIA AVE,2710 E 11TH ST S & S COLUMBIA AVE,36.147757,-95.951268,,,,
5074,11stCant,E 11TH ST S&S CANTON AVE,5288 E 11TH ST S & S CANTON AVE/S DARLINGTON AVE,36.147817,-95.917933,,,,
5075,11stDel,E 11TH ST S&S DELAWARE AVE,2789 E 11TH ST S & S DELAWARE AVE,36.147886,-95.949501,,,,
5076,10stElg,E 10TH ST S&S ELGIN AVE,307 E 10TH ST S & S ELGIN AVE,36.148059,-95.983895,,,,
5077,10stDet,E 10TH ST S&S DETROIT AVE,318 E 10TH ST S & S DETROIT AVE,36.148,-95.983452,,,,
5078,11stErie,E 11TH ST S&S ERIE AVE,5375 E 11TH ST S & S ERIE AVE,36.147917,-95.91707,,,,
5079,11stEvan,E 11TH ST S&S EVANSTON AVE,2984 E 11TH ST S & S EVANSTON AVE,36.147741,-95.947201,,,,
5080,11stFlor,E 11TH ST S&S FLORANCE AVE,3069 E 11TH ST S & S FLORANCE AVE,36.147895,-95.945274,,,,
5081,11stFlor,E 11TH ST S&S FLORENCE AVE,3108 E 11TH ST S & S FLORENCE AVE,36.147765,-95.944492,,,,
5082,11stNorf,E 11TH ST S&S NORFOLK AVE,507 E 11TH ST S & S NORFOLK AVE/S FRANKFORT AVE,36.147963,-95.981422,,,,
5083,11stFul,E 11TH ST S&S FULTON AVE,5504 E 11TH ST S & S FULTON AVE,36.1478,-95.915608,,,,
5084,11stGntt,E 11TH ST S&S GARNETT RD,11229 E 11TH ST S & S GARNETT RD,36.148152,-95.851753,,,,
5085,11stGntt,E 11TH ST S&S GARNETT RD,11332 E 11TH ST S & S GARNETT RD,36.147893,-95.85025,,,,
5086,11stGary,E 11TH ST S&S GARY AVE,3179 E 11TH ST S & S GARY AVE,36.147896,-95.942854,,,,
5087,11stGary,E 11TH ST S&S GARY AVE,3204 E 11TH ST S & S GARY AVE,36.147757,-95.942376,,,,
5088,11stHarv,E 11TH ST S&S HARVARD AVE,3265 E 11TH ST S & S HARVARD AVE,36.147917,-95.940854,,,,
5089,11stIndy,E 11TH ST S&S INDIANNAPOLIS AVE,3344 E 11TH ST S & S INDIANNAPOLIS AVE,36.147749,-95.939761,,,,
5090,11stHud,E 11TH ST S&S HUDSON AVE,5583 E 11TH ST S & S HUDSON AVE,36.147948,-95.913861,,,,
5091,11stHud,E 11TH ST S&S HUDSON AVE,5708 E 11TH ST S & S HUDSON AVE,36.14782,-95.913268,,,,
5092,11stJamt,E 11TH ST S&S JAMESTOWN AVE,3475 E 11TH ST S & S JAMESTOWN AVE,36.147898,-95.938394,,,,
5093,11stJop,E 11TH ST S&S JOPLIN AVE,5789 E 11TH ST S & S JOPLIN AVE,36.147967,-95.911537,,,,
5094,11stJop,E 11TH ST S&S JOPLIN AVE,5910 E 11TH ST S & S JOPLIN AVE,36.147837,-95.91106,,,,
5095,11stLew,11TH & LEWIS,2259 E 11TH ST S & S LEWIS AVE,36.147897,-95.958983,,,,
5096,11stLew,11TH & LEWIS,2404 E 11TH ST S & S LEWIS AVE,36.147755,-95.957893,,,,
5097,11stLou,E 11TH ST S&S LOUISVILLE AVE,3679 E 11TH ST S & S LOUISVILLE AVE,36.147883,-95.936171,,,,
5098,11stLou,E 11TH ST S&S LOUISVILLE AVE,3726 E 11TH ST S & S LOUISVILLE AVE,36.147757,-95.935283,,,,
5099,11stMpwd,E 11TH ST S&S MAPLEWOOD AVE,6159 E 11TH ST S & S MAPLEWOOD AVE,36.147987,-95.908403,,,,
5100,11stMpwd,E 11TH ST S&S MAPLEWOOD AVE,6236 E 11TH ST S & S MAPLEWOOD AVE,36.147867,-95.907506,,,,
5101,11stMem,11TH ST S & MEMORIAL,1085 E 11TH ST S & S MEMORIAL DR,36.148125,-95.887187,,,,
5102,11stMem,11TH & MEMORIAL,E 11TH ST S & S MEMORIAL DR,36.147833,-95.886339,,,,
5103,11st101a,E 11TH ST S&S 101ST E AVE,9799 E 11TH ST S & S 101ST E AVE,36.14815,-95.867425,,,,
5104,11stMngo,E 11TH ST S&S MINGO RD,9724 E 11TH ST S & S MINGO RD,36.147856,-95.868365,,,,
5105,11stNHvn,E 11TH ST S&S NEW HAVEN AVE,3781 E 11TH ST S & S NEW HAVEN AVE,36.14789,-95.933985,,,,
5106,11stNorf,E 11TH ST S&S NORFOLK AVE,,36.147987,-95.979412,,,,
5107,11stNorf,E 11TH ST S&S NORFOLK AVE,1110 E 11TH ST S & S NORFOLK AVE,36.147808,-95.978851,,,,
5108,11stNwdA,E 11TH ST S&S NORWOOD AVE,6332 E 11TH ST S & S NORWOOD AVE,36.147866,-95.906432,,,,
5109,11stPeo,11TH & PEORIA,1308 E 11TH ST S & S PEORIA AVE,36.147825,-95.975297,,,,
5110,11stPit,E 11TH ST S&S PITTSBURG AVE,4118 E 11TH ST S & S PITTSBURG AVE,36.147755,-95.9312,,,,
5111,11stQuak,E 11TH ST S&S QUAKER AVE,1317 E 11TH ST S & S QUAKER AVE,36.147962,-95.97481,,,,
5112,11stQuak,E 11TH ST S&S QUAKER AVE,1348 E 11TH ST S & S QUAKER AVE,36.147822,-95.97415,,,,
5113,11stRich,E 11TH ST S&S RICHMOND AVE,4338 E 11TH ST S & S RICHMOND AVE,36.147748,-95.928778,,,,
